game_id,HomeTeam,HomeTeamName,AwayTeam,AwayTeamName,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,HomeResult,AwayResult
game_2023_244,ANC,Anchorage Avalanche FC,FOR,Fort Collins Foxes FC,2,2,2.46,1.27,17,8,2,6,0,0,0,0,0.45,D,D
game_2023_140,BOI,Boise Thunderhawks FC,FOR,Fort Collins Foxes FC,1,1,1.51,0.36,19,10,5,8,0,0,0,0,0.45,D,D
game_2023_198,JAC,Jackson Jaguars FC,FOR,Fort Collins Foxes FC,3,2,2.13,1.55,24,10,7,3,0,0,0,0,0.63,W,L
game_2023_407,REN,Reno Rapids FC,FOR,Fort Collins Foxes FC,2,1,2.72,0.76,13,12,3,3,0,0,0,0,0.53,W,L
game_2023_33,AUG,Augusta Arrows FC,JAC,Jackson Jaguars FC,0,2,1.63,1.16,9,8,2,2,0,0,0,0,0.51,L,W
game_2023_45,LRO,Little Rock Legends FC,JAC,Jackson Jaguars FC,0,1,0.95,1.89,11,11,8,3,0,0,0,0,0.54,L,W
game_2023_317,CHM,Charleston Mariners FC,JAC,Jackson Jaguars FC,0,0,0.36,0.63,18,14,2,2,0,0,0,0,0.44,D,D
game_2023_338,TUC,Tucson Torpedoes FC,JAC,Jackson Jaguars FC,2,2,0.88,1.3,18,20,3,5,0,0,0,0,0.51,D,D
game_2023_434,LAR,Laredo Lancers FC,JAC,Jackson Jaguars FC,1,3,1.95,0.63,19,8,6,1,1,0,1,0,0.4,L,W
game_2023_102,DOV,Dover Dragons FC,JAC,Jackson Jaguars FC,2,0,1.34,0.41,14,8,5,9,0,0,0,0,0.46,W,L
game_2023_77,SPR,Springfield Storm FC,JAC,Jackson Jaguars FC,1,1,1.23,0.5,6,11,1,4,0,0,0,0,0.5,D,D
game_2023_400,MOB,Mobile Mavericks FC,JAC,Jackson Jaguars FC,0,0,1.54,0.87,15,11,6,8,0,0,0,0,0.43,D,D
game_2023_146,DES,Des Moines Dynamo FC,JAC,Jackson Jaguars FC,0,2,0.21,0.92,8,3,5,7,0,0,0,0,0.55,L,W
game_2023_466,PRO,Providence Pioneers FC,JAC,Jackson Jaguars FC,0,4,1.05,1.11,13,12,7,4,0,0,0,0,0.39,L,W
game_2023_9,TOL,Toledo Titans FC,JAC,Jackson Jaguars FC,1,2,1.2,1.2,17,20,6,4,0,0,0,0,0.49,L,W
game_2023_65,LEX,Lexington Lynx FC,JAC,Jackson Jaguars FC,1,2,1.88,2.04,23,16,10,8,0,0,1,0,0.42,L,W
game_2023_229,REN,Reno Rapids FC,JAC,Jackson Jaguars FC,1,3,1.39,1.41,21,9,8,4,0,0,0,0,0.52,L,W
game_2023_294,SJU,San Juan Strikers FC,JAC,Jackson Jaguars FC,0,0,0.96,0.81,13,17,10,1,0,0,0,0,0.43,D,D
game_2023_247,SFS,Sioux Falls Sabers FC,JAC,Jackson Jaguars FC,1,2,0.95,1.7,6,12,4,5,0,0,1,0,0.38,L,W
game_2023_160,OAK,Oakland Olympians FC,JAC,Jackson Jaguars FC,2,2,1.76,0.96,19,11,1,7,0,0,0,0,0.44,D,D
game_2023_373,MAN,Manchester Meteors FC,JAC,Jackson Jaguars FC,3,0,2.81,0.63,20,13,4,0,0,0,0,0,0.58,W,L
game_2023_350,MOB,Mobile Mavericks FC,LAR,Laredo Lancers FC,0,1,1.07,0.84,11,3,3,9,0,0,0,0,0.66,L,W
game_2023_46,DES,Des Moines Dynamo FC,LAR,Laredo Lancers FC,1,2,0.58,1.33,14,17,2,7,0,0,0,1,0.49,L,W
game_2023_467,MAN,Manchester Meteors FC,LAR,Laredo Lancers FC,0,1,1.42,0.94,13,7,7,2,0,0,0,0,0.55,L,W
game_2023_358,JAC,Jackson Jaguars FC,LAR,Laredo Lancers FC,1,1,0.29,0.49,5,4,5,7,0,0,0,0,0.53,D,D
game_2023_6,ALB,Albuquerque Scorpions FC,LAR,Laredo Lancers FC,1,1,0.62,0.78,11,17,9,4,0,0,0,0,0.54,D,D
game_2023_277,DOV,Dover Dragons FC,LAR,Laredo Lancers FC,0,1,1.03,0.72,17,3,5,6,0,0,0,0,0.44,L,W
game_2023_326,TOL,Toledo Titans FC,LAR,Laredo Lancers FC,3,2,2.09,1.51,11,12,11,8,0,0,0,0,0.53,W,L
game_2023_222,EUG,Eugene Enforcers FC,LAR,Laredo Lancers FC,2,2,1.93,0.72,28,6,5,7,0,0,0,0,0.53,D,D
game_2023_413,SPR,Springfield Storm FC,LAR,Laredo Lancers FC,2,5,1.76,0.93,20,8,3,6,0,0,0,0,0.58,L,W
game_2023_78,PRO,Providence Pioneers FC,LAR,Laredo Lancers FC,5,1,0.72,1.61,16,11,2,3,0,0,0,0,0.37,W,L
game_2023_424,TUC,Tucson Torpedoes FC,LAR,Laredo Lancers FC,0,3,2.02,0.78,25,6,4,5,0,0,1,0,0.43,L,W
game_2023_195,TAC,Tacoma Thunderbolts FC,LAR,Laredo Lancers FC,2,3,1.14,0.67,12,10,3,4,0,0,0,0,0.4,L,W
game_2023_295,CHM,Charleston Mariners FC,LAR,Laredo Lancers FC,0,1,1.47,1.2,15,11,6,3,0,0,1,0,0.53,L,W
game_2023_103,SJU,San Juan Strikers FC,LAR,Laredo Lancers FC,2,3,1.61,1.09,14,9,4,2,0,0,0,0,0.32,L,W
game_2023_153,LRO,Little Rock Legends FC,LAR,Laredo Lancers FC,1,2,1.03,1.66,7,12,3,5,0,0,1,0,0.57,L,W
game_2023_166,LEX,Lexington Lynx FC,LAR,Laredo Lancers FC,7,0,2.47,0.18,20,10,3,4,0,0,0,0,0.52,W,L
game_2023_256,AUG,Augusta Arrows FC,LAR,Laredo Lancers FC,4,2,0.9,1.2,6,8,5,2,0,0,0,0,0.59,W,L
game_2023_475,LRO,Little Rock Legends FC,LEX,Lexington Lynx FC,1,2,2.1,1.3,17,6,5,5,0,0,0,0,0.51,L,W
game_2023_444,REN,Reno Rapids FC,LEX,Lexington Lynx FC,1,2,1.52,1.33,10,6,5,2,0,0,0,0,0.53,L,W
game_2023_304,PRO,Providence Pioneers FC,LEX,Lexington Lynx FC,1,1,1.07,0.99,12,15,5,6,0,0,1,0,0.54,D,D
game_2023_56,DES,Des Moines Dynamo FC,LEX,Lexington Lynx FC,2,1,1.48,1.05,15,5,6,7,0,0,0,0,0.58,W,L
game_2023_280,CHM,Charleston Mariners FC,LEX,Lexington Lynx FC,2,1,2.08,1.38,19,19,3,8,0,0,0,0,0.58,W,L
game_2023_199,DOV,Dover Dragons FC,LEX,Lexington Lynx FC,5,2,2.61,1.12,24,9,8,3,0,0,0,0,0.45,W,L
game_2023_461,SJU,San Juan Strikers FC,LEX,Lexington Lynx FC,3,1,3.01,1.24,18,16,6,5,0,0,0,0,0.57,W,L
game_2023_179,JAC,Jackson Jaguars FC,LEX,Lexington Lynx FC,0,3,1.78,1.3,21,10,3,5,0,0,0,1,0.51,L,W
game_2023_429,BOI,Boise Thunderhawks FC,LEX,Lexington Lynx FC,0,1,3.01,0.27,22,14,13,0,0,0,0,0,0.59,L,W
game_2023_127,BAK,Bakersfield Bandits FC,LEX,Lexington Lynx FC,0,2,1.01,1.08,24,15,3,6,0,0,0,0,0.53,L,W
game_2023_30,TOL,Toledo Titans FC,LEX,Lexington Lynx FC,1,1,2.18,1.27,22,9,6,4,0,0,0,0,0.69,D,D
game_2023_355,SPR,Springfield Storm FC,LEX,Lexington Lynx FC,3,0,1.73,0.39,18,13,3,1,0,0,0,0,0.52,W,L
game_2023_238,LAR,Laredo Lancers FC,LEX,Lexington Lynx FC,0,3,1.63,1.1,15,16,2,6,0,0,1,0,0.55,L,W
game_2023_405,AUG,Augusta Arrows FC,LEX,Lexington Lynx FC,3,1,4.03,0.87,25,10,9,4,0,0,1,0,0.65,W,L
game_2023_2,FOR,Fort Collins Foxes FC,LEX,Lexington Lynx FC,1,0,0.98,0.9,9,11,5,2,0,0,0,0,0.57,W,L
game_2023_114,MOB,Mobile Mavericks FC,LEX,Lexington Lynx FC,1,1,2.18,0.92,16,8,0,4,0,0,0,0,0.65,D,D
game_2023_141,MAN,Manchester Meteors FC,LEX,Lexington Lynx FC,1,1,1.28,1.77,16,11,8,5,0,0,0,0,0.61,D,D
game_2023_381,DOV,Dover Dragons FC,LRO,Little Rock Legends FC,1,3,1.45,0.52,11,9,3,4,0,0,0,0,0.45,L,W
game_2023_14,ANC,Anchorage Avalanche FC,LRO,Little Rock Legends FC,1,0,1.74,1,17,9,4,5,0,0,0,0,0.36,W,L
game_2023_213,MOB,Mobile Mavericks FC,LRO,Little Rock Legends FC,1,3,0.65,1.89,3,16,2,6,0,0,0,0,0.44,L,W
game_2023_397,ALB,Albuquerque Scorpions FC,LRO,Little Rock Legends FC,2,5,1.1,1.14,14,7,8,3,0,0,0,0,0.39,L,W
game_2023_236,AUG,Augusta Arrows FC,LRO,Little Rock Legends FC,2,0,2.05,0.69,9,13,8,5,0,0,1,0,0.5,W,L
game_2023_108,PRO,Providence Pioneers FC,LRO,Little Rock Legends FC,0,4,0.97,1.74,23,16,1,0,0,0,0,0,0.37,L,W
game_2023_425,TOL,Toledo Titans FC,LRO,Little Rock Legends FC,1,1,1.3,1.07,11,13,3,7,0,0,1,0,0.55,D,D
game_2023_59,SJU,San Juan Strikers FC,LRO,Little Rock Legends FC,0,0,1.36,1.32,17,8,4,5,0,0,0,0,0.44,D,D
game_2023_164,OAK,Oakland Olympians FC,LRO,Little Rock Legends FC,1,3,1.68,1.35,23,10,7,6,0,0,0,0,0.45,L,W
game_2023_362,CHM,Charleston Mariners FC,LRO,Little Rock Legends FC,1,1,1.74,0.84,22,9,7,4,0,0,1,0,0.49,D,D
game_2023_333,LEX,Lexington Lynx FC,LRO,Little Rock Legends FC,3,2,2.36,1.8,22,5,9,5,0,0,0,0,0.4,W,L
game_2023_299,SFS,Sioux Falls Sabers FC,LRO,Little Rock Legends FC,1,2,2.17,0.72,18,10,8,7,0,0,0,0,0.49,L,W
game_2023_112,JAC,Jackson Jaguars FC,LRO,Little Rock Legends FC,1,2,2.15,1.39,15,12,6,2,0,0,1,0,0.39,L,W
game_2023_302,MAN,Manchester Meteors FC,LRO,Little Rock Legends FC,3,1,1.87,1.32,18,10,3,6,0,0,0,2,0.53,W,L
game_2023_446,LAR,Laredo Lancers FC,LRO,Little Rock Legends FC,1,0,1.53,0.97,14,10,4,2,0,0,0,0,0.38,W,L
game_2023_83,DES,Des Moines Dynamo FC,LRO,Little Rock Legends FC,1,2,0.67,1.45,15,15,2,5,0,0,0,0,0.51,L,W
game_2023_232,SPR,Springfield Storm FC,LRO,Little Rock Legends FC,0,5,1.15,1.56,16,17,5,5,0,0,0,0,0.42,L,W
game_2023_320,DES,Des Moines Dynamo FC,MAN,Manchester Meteors FC,2,1,0.6,0.52,11,6,7,2,0,0,0,0,0.6,W,L
game_2023_126,LRO,Little Rock Legends FC,MAN,Manchester Meteors FC,2,1,1.16,0.82,16,14,1,5,0,0,1,0,0.61,W,L
game_2023_334,DOV,Dover Dragons FC,MAN,Manchester Meteors FC,1,2,1.99,0.4,15,6,7,1,0,0,0,0,0.44,L,W
game_2023_287,EUG,Eugene Enforcers FC,MAN,Manchester Meteors FC,3,1,2.42,1.75,13,13,7,4,0,0,0,0,0.39,W,L
game_2023_178,MOB,Mobile Mavericks FC,MAN,Manchester Meteors FC,1,1,1.49,0.19,20,10,1,1,0,0,0,0,0.38,D,D
game_2023_382,LAR,Laredo Lancers FC,MAN,Manchester Meteors FC,3,1,1.86,1.58,16,21,2,4,0,0,1,0,0.53,W,L
game_2023_448,LEX,Lexington Lynx FC,MAN,Manchester Meteors FC,0,0,0.65,1.02,16,9,2,2,0,0,1,0,0.52,D,D
game_2023_155,SPR,Springfield Storm FC,MAN,Manchester Meteors FC,2,0,0.22,0.34,9,14,5,6,0,0,0,0,0.44,W,L
game_2023_1,PRO,Providence Pioneers FC,MAN,Manchester Meteors FC,1,1,1.63,0.34,17,8,5,4,0,0,0,0,0.53,D,D
game_2023_237,WIC,Wichita Warriors FC,MAN,Manchester Meteors FC,0,0,1.64,0.17,23,1,4,2,0,0,0,1,0.56,D,D
game_2023_98,BAK,Bakersfield Bandits FC,MAN,Manchester Meteors FC,2,1,1.99,0.27,22,9,3,8,0,0,0,0,0.56,W,L
game_2023_393,CHM,Charleston Mariners FC,MAN,Manchester Meteors FC,1,1,1.18,1.33,19,10,5,5,0,0,0,0,0.53,D,D
game_2023_168,AUG,Augusta Arrows FC,MAN,Manchester Meteors FC,2,2,1.26,1.55,11,12,4,6,0,0,0,1,0.6,D,D
game_2023_214,TUC,Tucson Torpedoes FC,MAN,Manchester Meteors FC,4,0,1.52,0.41,15,12,6,5,0,0,0,0,0.53,W,L
game_2023_420,JAC,Jackson Jaguars FC,MAN,Manchester Meteors FC,1,1,1.14,1.08,15,3,4,0,0,0,0,0,0.54,D,D
game_2023_73,TOL,Toledo Titans FC,MAN,Manchester Meteors FC,1,1,0.56,1.1,10,12,5,2,0,0,1,0,0.62,D,D
game_2023_29,SJU,San Juan Strikers FC,MAN,Manchester Meteors FC,1,2,2.31,2.1,19,20,4,3,0,0,1,0,0.55,L,W
game_2023_332,OAK,Oakland Olympians FC,MOB,Mobile Mavericks FC,2,3,2.62,0.42,23,7,7,5,0,0,1,0,0.5,L,W
game_2023_271,MAN,Manchester Meteors FC,MOB,Mobile Mavericks FC,0,1,0.91,0.85,18,11,3,7,0,0,0,0,0.43,L,W
game_2023_279,JAC,Jackson Jaguars FC,MOB,Mobile Mavericks FC,3,0,2.58,1.38,19,13,3,10,0,0,0,0,0.64,W,L
game_2023_167,SJU,San Juan Strikers FC,MOB,Mobile Mavericks FC,3,1,2.7,0.76,11,7,0,2,0,0,0,1,0.48,W,L
game_2023_360,PRO,Providence Pioneers FC,MOB,Mobile Mavericks FC,2,3,2.38,2,24,11,2,5,0,0,0,0,0.41,L,W
game_2023_418,LRO,Little Rock Legends FC,MOB,Mobile Mavericks FC,4,3,3.05,1.18,25,11,9,3,1,0,2,0,0.53,W,L
game_2023_7,SAS,Saskatoon Spartans FC,MOB,Mobile Mavericks FC,0,0,0.75,0.38,14,12,7,6,0,0,0,0,0.44,D,D
game_2023_125,LEX,Lexington Lynx FC,MOB,Mobile Mavericks FC,2,0,2.61,0.78,21,12,3,7,0,0,0,0,0.6,W,L
game_2023_206,SPR,Springfield Storm FC,MOB,Mobile Mavericks FC,1,1,0.96,1.03,18,16,2,3,0,0,0,0,0.41,D,D
game_2023_139,EUG,Eugene Enforcers FC,MOB,Mobile Mavericks FC,0,1,1.13,0.69,16,8,7,4,0,0,0,0,0.45,L,W
game_2023_82,BOI,Boise Thunderhawks FC,MOB,Mobile Mavericks FC,2,0,2.26,1.24,17,15,0,4,0,0,0,0,0.48,W,L
game_2023_473,DOV,Dover Dragons FC,MOB,Mobile Mavericks FC,1,1,1.7,0.14,19,10,1,5,0,0,0,0,0.51,D,D
game_2023_377,DES,Des Moines Dynamo FC,MOB,Mobile Mavericks FC,0,1,1.26,1.07,15,9,5,6,0,0,0,0,0.58,L,W
game_2023_439,TOL,Toledo Titans FC,MOB,Mobile Mavericks FC,2,3,0.93,1.29,8,8,5,5,0,0,0,0,0.44,L,W
game_2023_111,AUG,Augusta Arrows FC,MOB,Mobile Mavericks FC,1,0,2.22,0.27,22,6,6,3,0,0,0,0,0.58,W,L
game_2023_310,LAR,Laredo Lancers FC,MOB,Mobile Mavericks FC,1,1,1.49,0.51,14,11,8,3,0,0,0,0,0.53,D,D
game_2023_38,CHM,Charleston Mariners FC,MOB,Mobile Mavericks FC,0,2,1.85,1.14,15,5,6,2,0,0,0,0,0.48,L,W
game_2023_34,SAS,Saskatoon Spartans FC,OAK,Oakland Olympians FC,0,2,0.29,0.99,10,15,2,2,0,0,0,0,0.57,L,W
game_2023_318,ALB,Albuquerque Scorpions FC,OAK,Oakland Olympians FC,0,1,0.81,1.14,3,13,6,2,0,0,0,0,0.53,L,W
game_2023_220,SJU,San Juan Strikers FC,OAK,Oakland Olympians FC,0,0,1.27,0.39,14,1,4,2,0,0,1,0,0.58,D,D
game_2023_184,ANC,Anchorage Avalanche FC,OAK,Oakland Olympians FC,2,0,2.86,0.21,28,4,3,5,0,0,1,0,0.64,W,L
game_2023_10,REN,Reno Rapids FC,OAK,Oakland Olympians FC,1,1,0.7,0.17,7,7,4,6,0,0,0,0,0.57,D,D
game_2023_66,CHM,Charleston Mariners FC,OAK,Oakland Olympians FC,1,1,1.15,0.62,17,10,7,8,0,0,0,1,0.66,D,D
game_2023_435,FOR,Fort Collins Foxes FC,OAK,Oakland Olympians FC,1,1,1.19,1.16,12,11,8,4,0,0,0,0,0.52,D,D
game_2023_257,DES,Des Moines Dynamo FC,OAK,Oakland Olympians FC,2,0,0.68,0.4,6,4,0,2,0,0,0,0,0.6,W,L
game_2023_20,BAK,Bakersfield Bandits FC,OAK,Oakland Olympians FC,1,2,1.27,1.64,9,20,2,3,0,0,0,0,0.55,L,W
game_2023_147,TUC,Tucson Torpedoes FC,OAK,Oakland Olympians FC,0,2,0.65,0.72,9,5,6,0,0,0,0,0,0.38,L,W
game_2023_79,TAC,Tacoma Thunderbolts FC,OAK,Oakland Olympians FC,2,3,1.74,1.12,24,13,3,4,0,0,1,0,0.52,L,W
game_2023_296,LEX,Lexington Lynx FC,OAK,Oakland Olympians FC,1,2,2.11,1.25,27,14,11,4,0,0,0,0,0.59,L,W
game_2023_374,EUG,Eugene Enforcers FC,OAK,Oakland Olympians FC,0,0,0.72,1.02,14,11,5,7,0,0,1,0,0.47,D,D
game_2023_468,FAR,Fargo Falcons FC,OAK,Oakland Olympians FC,1,4,1.69,1.56,13,20,8,4,0,0,1,0,0.66,L,W
game_2023_47,BOI,Boise Thunderhawks FC,OAK,Oakland Olympians FC,2,0,1.38,0.41,18,14,4,11,0,0,0,0,0.42,W,L
game_2023_104,SFS,Sioux Falls Sabers FC,OAK,Oakland Olympians FC,2,1,1.72,1.65,11,15,3,1,0,0,0,0,0.66,W,L
game_2023_91,WIC,Wichita Warriors FC,OAK,Oakland Olympians FC,0,3,0.5,1.61,13,17,8,3,0,0,0,0,0.65,L,W
game_2023_441,SJU,San Juan Strikers FC,PRO,Providence Pioneers FC,0,2,1.82,0.59,22,10,6,2,0,1,0,1,0.43,L,W
game_2023_246,SAS,Saskatoon Spartans FC,PRO,Providence Pioneers FC,2,0,3.1,0.37,22,7,6,5,0,0,1,0,0.57,W,L
game_2023_292,AUG,Augusta Arrows FC,PRO,Providence Pioneers FC,5,3,1.72,1.15,18,11,7,2,2,0,2,1,0.46,W,L
game_2023_26,FOR,Fort Collins Foxes FC,PRO,Providence Pioneers FC,1,2,2.05,0.77,17,14,2,2,0,0,0,0,0.58,L,W
game_2023_445,MOB,Mobile Mavericks FC,PRO,Providence Pioneers FC,1,5,2.34,1.54,14,11,4,7,0,0,0,0,0.41,L,W
game_2023_324,JAC,Jackson Jaguars FC,PRO,Providence Pioneers FC,2,3,2.61,1.07,19,9,1,2,0,0,0,0,0.51,L,W
game_2023_209,LRO,Little Rock Legends FC,PRO,Providence Pioneers FC,0,0,1.49,0.59,21,6,5,5,0,0,0,0,0.59,D,D
game_2023_159,DOV,Dover Dragons FC,PRO,Providence Pioneers FC,1,0,0.88,0.47,12,5,7,3,0,0,1,0,0.53,W,L
game_2023_372,SPR,Springfield Storm FC,PRO,Providence Pioneers FC,0,3,0.5,1.07,5,20,5,7,0,0,0,0,0.45,L,W
game_2023_90,REN,Reno Rapids FC,PRO,Providence Pioneers FC,2,1,0.79,0.7,12,11,8,5,1,0,2,1,0.61,W,L
game_2023_131,DES,Des Moines Dynamo FC,PRO,Providence Pioneers FC,2,0,1.8,0.98,17,11,12,4,0,0,0,0,0.53,W,L
game_2023_44,LEX,Lexington Lynx FC,PRO,Providence Pioneers FC,0,1,1.14,0.58,12,8,5,6,0,0,0,0,0.49,L,W
game_2023_387,CHM,Charleston Mariners FC,PRO,Providence Pioneers FC,1,3,2.17,1.92,19,12,5,5,0,0,0,0,0.5,L,W
game_2023_316,WIC,Wichita Warriors FC,PRO,Providence Pioneers FC,0,4,0.89,2.38,20,18,0,5,0,0,1,0,0.62,L,W
game_2023_119,LAR,Laredo Lancers FC,PRO,Providence Pioneers FC,0,1,1.27,0.47,11,11,9,4,0,0,0,0,0.66,L,W
game_2023_411,MAN,Manchester Meteors FC,PRO,Providence Pioneers FC,2,3,3.03,1.59,16,12,12,4,0,0,0,0,0.53,L,W
game_2023_255,TOL,Toledo Titans FC,PRO,Providence Pioneers FC,2,0,0.49,0.39,15,4,0,2,0,0,0,0,0.55,W,L
game_2023_368,ALB,Albuquerque Scorpions FC,REN,Reno Rapids FC,2,0,1.72,0.97,8,3,4,4,0,0,1,0,0.49,W,L
game_2023_163,TUC,Tucson Torpedoes FC,REN,Reno Rapids FC,2,4,1.33,1.62,8,5,7,0,0,0,0,0,0.46,L,W
game_2023_391,TOL,Toledo Titans FC,REN,Reno Rapids FC,3,1,1.49,1.33,19,17,6,9,0,0,0,1,0.48,W,L
game_2023_278,MAN,Manchester Meteors FC,REN,Reno Rapids FC,0,1,0.79,1.02,15,14,8,5,0,0,1,0,0.5,L,W
game_2023_25,BOI,Boise Thunderhawks FC,REN,Reno Rapids FC,1,1,2.21,0.78,24,9,10,0,0,0,0,0,0.48,D,D
game_2023_330,LRO,Little Rock Legends FC,REN,Reno Rapids FC,2,2,2.41,0.81,13,14,8,6,0,0,0,0,0.49,D,D
game_2023_135,SAS,Saskatoon Spartans FC,REN,Reno Rapids FC,4,1,1.05,1.21,18,13,5,9,0,0,0,0,0.57,W,L
game_2023_438,EUG,Eugene Enforcers FC,REN,Reno Rapids FC,2,0,1.28,0.68,13,7,3,4,0,0,0,0,0.35,W,L
game_2023_235,MOB,Mobile Mavericks FC,REN,Reno Rapids FC,1,3,1.08,2.27,12,15,4,4,0,0,0,0,0.62,L,W
game_2023_268,OAK,Oakland Olympians FC,REN,Reno Rapids FC,1,0,1.32,0.91,16,13,4,9,0,0,1,0,0.46,W,L
game_2023_54,FOR,Fort Collins Foxes FC,REN,Reno Rapids FC,0,4,1.92,1.21,10,18,6,4,0,0,0,0,0.61,L,W
game_2023_301,FAR,Fargo Falcons FC,REN,Reno Rapids FC,2,1,1.92,0.63,13,7,6,1,0,0,0,0,0.48,W,L
game_2023_353,SFS,Sioux Falls Sabers FC,REN,Reno Rapids FC,1,4,1.36,1.31,20,5,4,4,0,0,0,0,0.52,L,W
game_2023_175,ANC,Anchorage Avalanche FC,REN,Reno Rapids FC,1,0,1.87,0.86,21,16,9,2,0,0,0,0,0.41,W,L
game_2023_70,BAK,Bakersfield Bandits FC,REN,Reno Rapids FC,0,2,2.06,1.14,16,16,5,6,0,0,0,0,0.44,L,W
game_2023_106,WIC,Wichita Warriors FC,REN,Reno Rapids FC,1,1,2.04,1.07,17,13,2,1,0,0,0,0,0.56,D,D
game_2023_458,TAC,Tacoma Thunderbolts FC,REN,Reno Rapids FC,0,3,1.74,1.27,21,18,8,3,0,0,0,0,0.51,L,W
game_2023_157,EUG,Eugene Enforcers FC,SAS,Saskatoon Spartans FC,0,3,0.59,1.6,15,15,8,4,0,0,0,0,0.43,L,W
game_2023_88,SPR,Springfield Storm FC,SAS,Saskatoon Spartans FC,4,1,2.67,0.96,24,16,5,3,0,0,0,0,0.53,W,L
game_2023_290,BOI,Boise Thunderhawks FC,SAS,Saskatoon Spartans FC,3,1,2.57,1.35,24,14,12,6,0,0,0,0,0.69,W,L
game_2023_449,ANC,Anchorage Avalanche FC,SAS,Saskatoon Spartans FC,2,7,1.42,1.66,19,13,0,4,0,0,0,1,0.41,L,W
game_2023_363,OAK,Oakland Olympians FC,SAS,Saskatoon Spartans FC,2,7,2.36,0.72,18,9,6,3,0,0,0,0,0.44,L,W
game_2023_181,TOL,Toledo Titans FC,SAS,Saskatoon Spartans FC,2,2,3.42,1.75,19,12,6,5,0,0,0,0,0.49,D,D
game_2023_321,ALB,Albuquerque Scorpions FC,SAS,Saskatoon Spartans FC,2,0,0.78,0.9,9,14,3,4,0,0,2,0,0.46,W,L
game_2023_143,SFS,Sioux Falls Sabers FC,SAS,Saskatoon Spartans FC,1,1,1.06,1.23,5,11,3,4,0,0,0,0,0.6,D,D
game_2023_314,REN,Reno Rapids FC,SAS,Saskatoon Spartans FC,2,0,1.78,0.72,19,14,6,6,0,0,0,1,0.54,W,L
game_2023_254,TUC,Tucson Torpedoes FC,SAS,Saskatoon Spartans FC,1,1,1.46,1.89,12,16,1,7,0,0,0,0,0.59,D,D
game_2023_16,LAR,Laredo Lancers FC,SAS,Saskatoon Spartans FC,2,1,1.88,0.32,18,3,3,2,0,0,0,0,0.48,W,L
game_2023_116,TAC,Tacoma Thunderbolts FC,SAS,Saskatoon Spartans FC,1,2,0.41,0.62,11,8,2,2,0,1,1,2,0.56,L,W
game_2023_395,BAK,Bakersfield Bandits FC,SAS,Saskatoon Spartans FC,1,2,1.56,1.56,14,19,7,4,0,0,0,0,0.42,L,W
game_2023_432,WIC,Wichita Warriors FC,SAS,Saskatoon Spartans FC,2,1,1.13,1.29,21,15,4,2,0,0,2,0,0.54,W,L
game_2023_62,MAN,Manchester Meteors FC,SAS,Saskatoon Spartans FC,1,1,1.63,0.54,22,3,3,7,0,0,0,0,0.53,D,D
game_2023_226,FAR,Fargo Falcons FC,SAS,Saskatoon Spartans FC,1,2,1.13,0.74,12,13,11,3,0,0,0,0,0.48,L,W
game_2023_218,FOR,Fort Collins Foxes FC,SAS,Saskatoon Spartans FC,4,0,0.44,1.23,6,18,3,1,0,0,0,0,0.62,W,L
game_2023_322,TAC,Tacoma Thunderbolts FC,SFS,Sioux Falls Sabers FC,0,2,1.35,0.91,14,9,6,4,0,0,0,0,0.37,L,W
game_2023_385,MOB,Mobile Mavericks FC,SFS,Sioux Falls Sabers FC,0,3,1.12,2.54,20,18,0,5,0,0,1,0,0.42,L,W
game_2023_118,BOI,Boise Thunderhawks FC,SFS,Sioux Falls Sabers FC,1,1,2.02,0.54,16,2,5,2,0,0,0,0,0.37,D,D
game_2023_72,ALB,Albuquerque Scorpions FC,SFS,Sioux Falls Sabers FC,1,3,2.21,2.32,23,12,6,1,0,0,0,2,0.49,L,W
game_2023_19,DES,Des Moines Dynamo FC,SFS,Sioux Falls Sabers FC,2,2,1.42,0.87,20,10,6,8,0,0,0,1,0.49,D,D
game_2023_443,WIC,Wichita Warriors FC,SFS,Sioux Falls Sabers FC,2,4,2.07,2.36,5,18,2,1,0,0,0,0,0.45,L,W
game_2023_137,FOR,Fort Collins Foxes FC,SFS,Sioux Falls Sabers FC,1,3,1.11,1.16,9,12,6,1,0,0,0,0,0.55,L,W
game_2023_465,TUC,Tucson Torpedoes FC,SFS,Sioux Falls Sabers FC,1,3,0.83,0.92,3,15,3,3,0,0,0,0,0.34,L,W
game_2023_379,LAR,Laredo Lancers FC,SFS,Sioux Falls Sabers FC,3,2,1.43,0.51,27,6,8,2,1,0,1,0,0.62,W,L
game_2023_31,REN,Reno Rapids FC,SFS,Sioux Falls Sabers FC,0,1,1.5,0.83,18,10,4,7,0,0,0,0,0.37,L,W
game_2023_89,MAN,Manchester Meteors FC,SFS,Sioux Falls Sabers FC,7,2,3.22,0.33,28,12,12,7,0,0,0,0,0.53,W,L
game_2023_409,OAK,Oakland Olympians FC,SFS,Sioux Falls Sabers FC,3,0,0.44,0.34,6,6,9,1,0,0,0,0,0.32,W,L
game_2023_426,EUG,Eugene Enforcers FC,SFS,Sioux Falls Sabers FC,2,1,1.12,0.89,17,10,8,1,0,0,0,0,0.32,W,L
